"","lp__","lp_approx__","I","m","lam","gamma","beta","stay","alpha","k","tau",".chain",".iteration",".draw","Chain"
"222",-1027.65,-4.46928,1.88982,0.996128,0.42689,2.80054,0.645836,0.934194,1.4491,1,0,1,222,1,1
"223",-1031.16,-2.26032,1.8351,0.9537,0.39704,2.62561,0.602015,0.962374,1.45502,1,0,1,223,1,1
"224",-1025.8,-2.1784,1.8401,0.95003,0.389406,2.77246,0.645205,0.923841,1.48184,1,0,1,224,1,1
"225",-1026.17,-2.18481,1.81439,0.952517,0.398252,2.72744,0.611612,0.953685,1.44769,1,0,1,225,1,1
"226",-1026.98,-1.45531,1.8185,0.989433,0.346584,2.59854,0.630589,0.918577,1.46886,1,0,1,226,1,1
"227",-1022.94,-1.68419,1.83232,1.02137,0.336061,2.65013,0.592236,0.944742,1.45088,1,0,1,227,1,1
"228",-1026.06,-1.59663,1.85957,0.994017,0.328433,2.70509,0.662181,0.973403,1.47758,1,0,1,228,1,1
"229",-1031.76,-7.916,1.85091,0.996052,0.450756,2.76656,0.647419,0.946005,1.39906,1,0,1,229,1,1
"230",-1029.41,-5.76946,1.79254,0.98095,0.364417,2.62893,0.681651,0.997761,1.52843,1,0,1,230,1,1
"231",-1030.62,-6.39928,1.78088,0.963524,0.327049,2.6301,0.628501,0.855678,1.44381,1,0,1,231,1,1
"232",-1031.21,-3.21521,1.84865,0.997526,0.408754,2.62218,0.633209,0.966359,1.43191,1,0,1,232,1,1
"233",-1028.93,-2.77914,1.82197,0.948694,0.343103,2.62816,0.628783,1.00482,1.48166,1,0,1,233,1,1
"234",-1023.29,-3.60082,1.78178,0.982453,0.392851,2.76527,0.678013,0.985089,1.4851,1,0,1,234,1,1
"235",-1022.04,-1.8817,1.83505,0.995679,0.388242,2.82521,0.642309,0.929179,1.49094,1,0,1,235,1,1
"236",-1029.64,-4.2266,1.80394,0.996933,0.329737,2.84825,0.673322,0.977566,1.4483,1,0,1,236,1,1
"237",-1027.39,-1.39208,1.84186,0.956263,0.40161,2.69912,0.618489,0.968856,1.48043,1,0,1,237,1,1
"238",-1023.57,-2.71495,1.85231,1.00512,0.314666,2.75389,0.583498,0.927579,1.44151,1,0,1,238,1,1
"239",-1028.05,-4.50049,1.8275,0.96914,0.333836,2.56609,0.551411,0.99554,1.47158,1,0,1,239,1,1
"240",-1023.35,-1.39879,1.8423,1.00041,0.354047,2.76125,0.624357,0.899864,1.49312,1,0,1,240,1,1
"241",-1024.03,-2.3337,1.86764,0.99549,0.323636,2.69334,0.568662,0.979735,1.48319,1,0,1,241,1,1
"242",-1027.16,-5.87105,1.80582,0.99569,0.267799,2.67436,0.646274,1.03701,1.48372,1,0,1,242,1,1
"243",-1025.61,-4.49284,1.83379,1.03243,0.299688,2.70221,0.564412,0.930897,1.51456,1,0,1,243,1,1
"244",-1028.08,-3.2962,1.83796,1.01993,0.437067,2.59977,0.655256,0.940956,1.4872,1,0,1,244,1,1
"245",-1023.72,-3.01769,1.82473,1.05169,0.398091,2.76365,0.635909,0.936265,1.46163,1,0,1,245,1,1
"246",-1027.23,-3.39871,1.77066,1.01966,0.371072,2.73904,0.622739,0.900949,1.48732,1,0,1,246,1,1
"247",-1032.2,-6.10769,1.88007,0.984678,0.387327,2.71693,0.555278,1.02114,1.43304,1,0,1,247,1,1
"248",-1024.15,-3.60542,1.83853,1.03094,0.353369,2.70332,0.577506,1.03374,1.47099,1,0,1,248,1,1
"249",-1035.23,-5.44556,1.87303,1.00846,0.402933,2.55697,0.665059,1.01444,1.47373,1,0,1,249,1,1
"250",-1028.54,-9.27345,1.85318,1.05389,0.383215,2.58948,0.556977,0.970661,1.54498,1,0,1,250,1,1
"251",-1028.44,-2.29575,1.82143,0.973698,0.418841,2.64527,0.565949,0.950182,1.4705,1,0,1,251,1,1
"252",-1023.62,-3.52221,1.81506,1.02279,0.428131,2.7826,0.624122,1.00963,1.49171,1,0,1,252,1,1
"253",-1026.81,-2.48153,1.85883,0.967677,0.316819,2.66946,0.620877,0.979107,1.50583,1,0,1,253,1,1
"254",-1026.36,-2.99045,1.82282,0.964833,0.393794,2.7206,0.634054,1.03484,1.47362,1,0,1,254,1,1
"255",-1025.62,-2.63745,1.81477,0.984816,0.296213,2.61816,0.611689,0.929286,1.49937,1,0,1,255,1,1
"256",-1029.73,-7.96148,1.84583,0.905869,0.358272,2.83841,0.554486,0.929298,1.47013,1,0,1,256,1,1
"257",-1026.8,-2.13068,1.84659,0.962988,0.364556,2.7337,0.61044,0.959497,1.43661,1,0,1,257,1,1
"258",-1025.07,-3.97737,1.85569,1.01484,0.334537,2.73832,0.563581,0.911873,1.51877,1,0,1,258,1,1
"259",-1030.39,-3.47614,1.82186,0.969233,0.327876,2.59042,0.672106,0.978321,1.49878,1,0,1,259,1,1
"260",-1023.45,-1.44432,1.82402,0.996646,0.320999,2.63889,0.601916,0.971733,1.4961,1,0,1,260,1,1
"261",-1029.04,-2.82839,1.83057,0.994779,0.402809,2.63524,0.684067,0.98966,1.46842,1,0,1,261,1,1
"262",-1024.78,-2.78761,1.86941,0.998826,0.322944,2.69513,0.568981,0.900716,1.48002,1,0,1,262,1,1
"263",-1026.19,-1.77459,1.81908,1.0091,0.355021,2.64231,0.660877,0.915407,1.4597,1,0,1,263,1,1
"264",-1027.38,-1.12543,1.85207,0.964055,0.34554,2.65202,0.613015,0.967609,1.47926,1,0,1,264,1,1
"265",-1029.49,-6.25686,1.86782,1.00848,0.358017,2.9007,0.580254,0.932398,1.43012,1,0,1,265,1,1
"266",-1029.25,-2.87273,1.85856,0.969751,0.421081,2.70821,0.570948,0.987299,1.48693,1,0,1,266,1,1
"267",-1027.86,-4.55111,1.88226,0.972957,0.433059,2.80521,0.672569,0.955229,1.4719,1,0,1,267,1,1
"268",-1033.77,-4.4365,1.81881,0.947118,0.449989,2.62406,0.585696,0.989763,1.48427,1,0,1,268,1,1
"269",-1024.4,-2.24811,1.83237,1.02299,0.356386,2.78985,0.628341,0.894685,1.48844,1,0,1,269,1,1
"270",-1026.99,-1.45762,1.80488,0.975005,0.378739,2.62102,0.643995,0.943108,1.47566,1,0,1,270,1,1
"271",-1023.37,-2.37104,1.79334,0.974841,0.305608,2.72914,0.595827,0.95835,1.49495,1,0,1,271,1,1
"272",-1025.48,-3.1892,1.78723,0.968878,0.323067,2.83646,0.613737,0.935584,1.48359,1,0,1,272,1,1
"273",-1030.17,-2.0671,1.8415,0.961337,0.332862,2.624,0.62143,0.926217,1.4508,1,0,1,273,1,1
"274",-1025.6,-3.23964,1.839,0.968987,0.323734,2.71255,0.605455,1.03783,1.49112,1,0,1,274,1,1
"275",-1043.95,-6.33603,1.76098,0.986287,0.395914,2.84538,0.635566,0.892771,1.44765,1,0,1,275,1,1
"276",-1028.06,-2.79028,1.79751,0.970672,0.424393,2.64446,0.5837,0.959236,1.49393,1,0,1,276,1,1
"277",-1024.23,-2.35664,1.84627,1.02817,0.329122,2.74783,0.620106,0.898131,1.45878,1,0,1,277,1,1
"278",-1025.04,-2.43743,1.8318,1.00768,0.388314,2.6723,0.599599,1.01446,1.44903,1,0,1,278,1,1
"279",-1026.52,-2.18401,1.85008,1.00071,0.307055,2.60261,0.61264,0.925322,1.48423,1,0,1,279,1,1
"280",-1027.11,-2.90854,1.86387,0.963563,0.296068,2.74401,0.639135,0.947278,1.45718,1,0,1,280,1,1
"281",-1029.35,-5.09973,1.81011,0.939426,0.295176,2.67576,0.612441,0.886844,1.50191,1,0,1,281,1,1
"282",-1025.84,-2.56059,1.81845,0.997062,0.296546,2.60786,0.638633,0.973813,1.4844,1,0,1,282,1,1
"283",-1022.54,-1.33419,1.8619,1.00504,0.365136,2.78637,0.609168,0.926865,1.48086,1,0,1,283,1,1
"284",-1022.48,-1.6364,1.80034,0.994083,0.354434,2.71245,0.579552,0.993245,1.47621,1,0,1,284,1,1
"285",-1027.1,-5.16128,1.7837,1.03937,0.364551,2.71311,0.611841,0.895257,1.43156,1,0,1,285,1,1
"286",-1026.93,-4.97174,1.75578,0.971048,0.357533,2.8115,0.631104,0.98184,1.4936,1,0,1,286,1,1
"287",-1029,-2.24956,1.89062,0.990562,0.348062,2.64379,0.609435,0.939408,1.47962,1,0,1,287,1,1
"288",-1024.63,-1.91278,1.79455,0.98709,0.341845,2.69838,0.627513,0.896153,1.49125,1,0,1,288,1,1
"289",-1031.35,-5.19321,1.83901,0.986064,0.424502,2.70444,0.549753,0.88419,1.51276,1,0,1,289,1,1
"290",-1027.79,-3.17761,1.86083,0.9736,0.284297,2.68229,0.619886,0.90302,1.47695,1,0,1,290,1,1
"291",-1026.69,-4.33947,1.82066,0.936301,0.37997,2.77184,0.617113,1.00041,1.51131,1,0,1,291,1,1
"292",-1025.69,-3.45981,1.81043,0.965849,0.452969,2.76094,0.659936,0.939004,1.46051,1,0,1,292,1,1
"293",-1025.88,-4.30444,1.82369,0.977963,0.298297,2.68243,0.606306,1.04807,1.46261,1,0,1,293,1,1
"294",-1024.87,-3.58847,1.82343,1.0359,0.389277,2.6671,0.602026,0.919603,1.52159,1,0,1,294,1,1
"295",-1058.2,-4.05808,1.80086,1.02188,0.334391,2.77698,0.576349,0.960136,1.43107,1,0,1,295,1,1
"296",-1037.24,-7.63483,1.9135,0.935261,0.353372,2.69213,0.625701,0.89032,1.51024,1,0,1,296,1,1
"297",-1033.91,-4.84937,1.84264,0.930575,0.353979,2.57754,0.568234,0.945009,1.48731,1,0,1,297,1,1
"298",-1024.12,-4.18691,1.82668,1.03485,0.37134,2.64556,0.563305,1.00522,1.44699,1,0,1,298,1,1
"299",-1024.86,-2.34106,1.83907,1.0225,0.422328,2.69597,0.572065,0.937262,1.46417,1,0,1,299,1,1
"300",-1023.78,-3.9949,1.83202,1.05819,0.426187,2.65553,0.641978,0.929161,1.4691,1,0,1,300,1,1
"301",-1030.83,-6.32012,1.85981,0.939783,0.317949,2.70478,0.656962,0.968685,1.53551,1,0,1,301,1,1
"302",-1035.29,-3.7947,1.83959,0.962981,0.367168,2.51439,0.622863,0.935933,1.47421,1,0,1,302,1,1
"303",-1022.22,-1.78838,1.83821,1.0088,0.384869,2.83303,0.626333,0.943835,1.48665,1,0,1,303,1,1
"304",-1025.77,-8.23283,1.81302,1.01557,0.434549,2.81043,0.696346,1.04918,1.50731,1,0,1,304,1,1
"305",-1025.45,-3.83692,1.86353,0.99971,0.345463,2.89143,0.599675,0.965649,1.49425,1,0,1,305,1,1
"306",-1022.55,-3.33423,1.79298,0.983797,0.390838,2.80414,0.663015,0.930504,1.44708,1,0,1,306,1,1
"307",-1025.29,-4.24614,1.7814,0.973872,0.314015,2.71359,0.577416,0.879191,1.47403,1,0,1,307,1,1
"308",-1028.74,-6.64157,1.85368,0.990595,0.316794,2.56864,0.557028,1.04184,1.49708,1,0,1,308,1,1
"309",-1024.29,-3.41636,1.79033,0.986658,0.447155,2.71978,0.664898,0.972399,1.47343,1,0,1,309,1,1
"310",-1022.86,-1.5082,1.82429,1.01477,0.305599,2.72873,0.603515,0.96675,1.48459,1,0,1,310,1,1
"311",-1027.93,-2.03305,1.86844,0.999476,0.330825,2.64988,0.618986,0.906409,1.45947,1,0,1,311,1,1
"312",-1024.21,-2.299,1.80852,1.00214,0.322934,2.70689,0.589072,0.892541,1.49503,1,0,1,312,1,1
"313",-1024.34,-2.03583,1.8767,0.991424,0.377923,2.76943,0.587021,0.952294,1.49047,1,0,1,313,1,1
"314",-1022.69,-2.08565,1.8181,1.00785,0.425475,2.74728,0.635544,0.948354,1.44854,1,0,1,314,1,1
"315",-1023.7,-1.33519,1.85255,0.990123,0.355844,2.77299,0.660093,0.960331,1.46935,1,0,1,315,1,1
"316",-1021.86,-0.626768,1.80418,1.00156,0.361233,2.74008,0.610928,0.946994,1.48475,1,0,1,316,1,1
"317",-1023.73,-2.10041,1.85359,0.992659,0.339928,2.69488,0.559526,0.968893,1.49465,1,0,1,317,1,1
"318",-1025.88,-2.88021,1.81815,0.986993,0.320101,2.63765,0.604153,0.924311,1.52084,1,0,1,318,1,1
"319",-1022.37,-3.9171,1.82441,1.01725,0.459653,2.83413,0.638899,0.946021,1.46744,1,0,1,319,1,1
"320",-1066.3,-6.47485,1.83822,1.01115,0.370563,2.87872,0.524915,0.95799,1.49607,1,0,1,320,1,1
"321",-1025.32,-2.02318,1.83461,1.00673,0.326033,2.70592,0.654307,0.915494,1.50548,1,0,1,321,1,1
"322",-1022.61,-2.26589,1.83023,1.03554,0.408692,2.74151,0.621119,0.908943,1.46957,1,0,1,322,1,1
"323",-1025.26,-1.007,1.83949,0.98404,0.397055,2.71059,0.640983,0.913379,1.48268,1,0,1,323,1,1
"324",-1023.11,-2.1211,1.82557,1.0012,0.400136,2.77716,0.619631,0.971495,1.51131,1,0,1,324,1,1
"325",-1031.32,-4.23031,1.80918,1.00043,0.381486,2.54456,0.644711,0.903132,1.44751,1,0,1,325,1,1
"326",-1024.8,-2.838,1.8431,1.0083,0.400674,2.74063,0.611272,0.996018,1.43591,1,0,1,326,1,1
"327",-1032.7,-4.66874,1.85074,0.969756,0.434735,2.67119,0.551495,0.920025,1.50987,1,0,1,327,1,1
"328",-1029,-2.99972,1.87408,0.983265,0.373426,2.64456,0.609962,1.01228,1.4978,1,0,1,328,1,1
"329",-1026.94,-4.90441,1.8825,1.01881,0.377946,2.66361,0.578792,0.987617,1.52246,1,0,1,329,1,1
"330",-1025.92,-4.22535,1.7859,0.973134,0.47389,2.74035,0.638691,0.933414,1.46472,1,0,1,330,1,1
"331",-1024.25,-2.7074,1.82764,1.03053,0.404346,2.81452,0.615909,0.985581,1.47697,1,0,1,331,1,1
"332",-1029.95,-6.69735,1.84777,1.03621,0.334568,2.80475,0.650149,0.943946,1.40905,1,0,1,332,1,1
"333",-1026.45,-3.34259,1.81184,0.988041,0.350113,2.71543,0.688591,0.949443,1.51737,1,0,1,333,1,1
"334",-1026.68,-3.71588,1.83832,0.960638,0.30414,2.76443,0.633529,0.883461,1.49821,1,0,1,334,1,1
"335",-1024.61,-2.3442,1.82499,1.00329,0.41007,2.68635,0.619086,0.972649,1.51718,1,0,1,335,1,1
"336",-1061.04,-5.44818,1.78286,1.06471,0.329115,2.68261,0.635632,0.985628,1.49598,1,0,1,336,1,1
"337",-1030.18,-5.11381,1.80752,0.932916,0.339041,2.73318,0.666921,0.877134,1.47294,1,0,1,337,1,1
"338",-1025.17,-0.860455,1.83541,0.981772,0.392035,2.70492,0.651267,0.963494,1.46635,1,0,1,338,1,1
"339",-1033.64,-6.61364,1.87597,1.00585,0.266983,2.7018,0.697971,0.927626,1.45659,1,0,1,339,1,1
"340",-1027.88,-3.22825,1.81683,0.978778,0.310027,2.65263,0.679937,0.999832,1.47314,1,0,1,340,1,1
"341",-1025.04,-3.40682,1.79899,1.03015,0.44412,2.74913,0.589478,0.930468,1.47016,1,0,1,341,1,1
"342",-1026.49,-3.44594,1.80815,0.999744,0.383317,2.78347,0.59431,0.886588,1.51179,1,0,1,342,1,1
"343",-1024.71,-3.64887,1.8255,0.99529,0.361349,2.73457,0.538989,0.993952,1.45166,1,0,1,343,1,1
"344",-1027.32,-4.16625,1.84338,0.929575,0.299726,2.7205,0.584501,0.949795,1.46364,1,0,1,344,1,1
"345",-1026.5,-4.10367,1.80309,1.03345,0.340587,2.58855,0.672649,0.983926,1.46959,1,0,1,345,1,1
"346",-1025.91,-3.85277,1.87155,0.987516,0.337368,2.73094,0.619065,0.952837,1.53301,1,0,1,346,1,1
"347",-1024.77,-2.70008,1.81974,0.97838,0.283457,2.64239,0.605977,0.954693,1.49354,1,0,1,347,1,1
"348",-1024.86,-2.92655,1.82386,1.01675,0.386041,2.72473,0.545373,0.916773,1.47037,1,0,1,348,1,1
"349",-1021.85,-0.780287,1.81384,0.99635,0.340364,2.71682,0.584399,0.932966,1.46815,1,0,1,349,1,1
"350",-1027.72,-7.57819,1.75793,0.997435,0.374279,2.79654,0.666147,1.02475,1.43577,1,0,1,350,1,1
"351",-1033.59,-6.3679,1.85841,1.02527,0.490177,2.72256,0.553641,0.980347,1.49337,1,0,1,351,1,1
"352",-1025.58,-2.60914,1.88427,1.02487,0.347587,2.72927,0.631899,0.923418,1.46353,1,0,1,352,1,1
"353",-1027.19,-3.43622,1.81102,1.01632,0.376194,2.67112,0.687152,0.896585,1.49459,1,0,1,353,1,1
"354",-1027.55,-2.94087,1.83256,1.00384,0.346626,2.60656,0.633712,0.903891,1.51441,1,0,1,354,1,1
"355",-1022.88,-2.0505,1.78086,1.01601,0.375539,2.6901,0.619164,0.918656,1.4752,1,0,1,355,1,1
"356",-1023.84,-4.15549,1.78836,0.961517,0.421194,2.80808,0.64981,0.908983,1.46366,1,0,1,356,1,1
"357",-1026.97,-2.5335,1.87165,0.97205,0.348721,2.75768,0.658178,0.991352,1.46872,1,0,1,357,1,1
"358",-1026.14,-7.81739,1.79181,1.00507,0.400609,2.78329,0.696314,1.01442,1.42036,1,0,1,358,1,1
"359",-1025.22,-2.09035,1.8474,1.01161,0.35214,2.69543,0.629764,0.985139,1.43886,1,0,1,359,1,1
"360",-1030.09,-4.08955,1.81359,1.03306,0.31948,2.75375,0.616925,0.970607,1.42717,1,0,1,360,1,1
"361",-1027.86,-4.23932,1.87643,0.948595,0.349351,2.75287,0.626358,0.98586,1.515,1,0,1,361,1,1
"362",-1021.93,-1.56747,1.80292,1.00224,0.389532,2.78449,0.610006,0.969205,1.46012,1,0,1,362,1,1
"363",-1028.41,-5.37693,1.8189,1.04323,0.357882,2.55021,0.667377,0.930971,1.50602,1,0,1,363,1,1
"364",-1028.03,-3.18419,1.84321,0.976823,0.381712,2.64148,0.543483,0.937396,1.49617,1,0,1,364,1,1
"365",-1025.15,-2.0491,1.85819,0.985553,0.338238,2.75519,0.626182,0.977797,1.44223,1,0,1,365,1,1
"366",-1026.09,-3.17437,1.85172,0.995175,0.308182,2.7193,0.624469,0.899033,1.51544,1,0,1,366,1,1
"367",-1027.48,-6.26208,1.75107,0.968519,0.359839,2.57948,0.591072,0.927108,1.44756,1,0,1,367,1,1
"368",-1026.01,-2.67202,1.79413,1.03032,0.349576,2.7485,0.631817,0.989026,1.45684,1,0,1,368,1,1
"369",-1024.95,-1.90004,1.83306,0.961937,0.397694,2.77194,0.591286,0.949989,1.45361,1,0,1,369,1,1
"370",-1060.05,-8.0118,1.79158,1.02824,0.315952,2.91588,0.587094,1.01538,1.44528,1,0,1,370,1,1
"371",-1028.21,-2.8963,1.80089,0.953407,0.354793,2.5926,0.601583,0.981295,1.48031,1,0,1,371,1,1
"372",-1031.22,-2.97218,1.86113,0.948474,0.386282,2.70483,0.598717,0.929457,1.44306,1,0,1,372,1,1
"373",-1025.15,-5.28758,1.75082,0.999067,0.438352,2.73231,0.639166,0.926387,1.48323,1,0,1,373,1,1
"374",-1022.11,-0.337511,1.81837,0.994779,0.384809,2.72546,0.629261,0.95334,1.47438,1,0,1,374,1,1
"375",-1024.42,-2.87506,1.86816,1.03791,0.366981,2.67622,0.616959,0.999904,1.48242,1,0,1,375,1,1
"376",-1027.64,-3.29666,1.84211,0.963902,0.332795,2.73563,0.623579,0.923222,1.42542,1,0,1,376,1,1
"377",-1031.12,-6.88662,1.87339,0.958235,0.372273,2.71997,0.532942,0.959378,1.52798,1,0,1,377,1,1
"378",-1031.76,-2.41223,1.86354,0.98524,0.431587,2.61701,0.62,0.933317,1.4702,1,0,1,378,1,1
"379",-1027.21,-3.59351,1.82083,0.952274,0.446268,2.80344,0.589938,0.955249,1.47854,1,0,1,379,1,1
"380",-1025.32,-3.51944,1.83148,0.986692,0.302696,2.84894,0.639523,0.988843,1.49164,1,0,1,380,1,1
"381",-1023.24,-3.47914,1.76755,0.984453,0.335569,2.64185,0.592131,0.984358,1.46282,1,0,1,381,1,1
"382",-1025.32,-7.29819,1.78654,1.06617,0.368889,2.51914,0.631528,0.949664,1.47962,1,0,1,382,1,1
"383",-1031.43,-2.18622,1.85961,0.967057,0.391206,2.65275,0.652878,0.982053,1.46289,1,0,1,383,1,1
"384",-1060.27,-3.65926,1.83812,1.01956,0.338198,2.84624,0.584353,0.912671,1.50443,1,0,1,384,1,1
"385",-1024.8,-3.95673,1.79452,0.989019,0.362442,2.80107,0.622001,1.03852,1.49058,1,0,1,385,1,1
"386",-1048.73,-5.90757,1.73292,1.00078,0.352628,2.72876,0.611422,0.931403,1.49517,1,0,1,386,1,1
"387",-1033.12,-9.09238,1.80446,1.05693,0.330391,2.52112,0.707633,0.944953,1.50182,1,0,1,387,1,1
"388",-1027.16,-2.95103,1.80276,0.95898,0.404962,2.7235,0.606912,0.891107,1.49499,1,0,1,388,1,1
"389",-1023.29,-1.86653,1.80568,1.00412,0.371418,2.66742,0.560124,0.934441,1.47393,1,0,1,389,1,1
"390",-1022.63,-2.3031,1.8162,0.992944,0.298534,2.76254,0.578524,0.960914,1.46161,1,0,1,390,1,1
"391",-1038.61,-6.89218,1.89578,0.970248,0.419621,2.6914,0.724584,0.930475,1.48539,1,0,1,391,1,1
"392",-1025.56,-6.83069,1.74173,0.980321,0.369726,2.61119,0.585555,0.987046,1.44656,1,0,1,392,1,1
"393",-1029.78,-2.50974,1.82824,0.938935,0.326805,2.64051,0.629123,0.951461,1.46798,1,0,1,393,1,1
"394",-1025.98,-1.31765,1.81751,0.97571,0.38042,2.64411,0.590387,0.944201,1.45408,1,0,1,394,1,1
"395",-1026.73,-3.5252,1.82807,1.01652,0.328433,2.54285,0.625633,0.989105,1.48482,1,0,1,395,1,1
"396",-1023.7,-0.600299,1.85403,0.994516,0.358446,2.70751,0.616085,0.979764,1.47675,1,0,1,396,1,1
"397",-1023.15,-0.910987,1.81342,0.992118,0.410623,2.71577,0.632548,0.938238,1.48356,1,0,1,397,1,1
"398",-1030.48,-7.37803,1.77348,1.00493,0.384084,2.5977,0.609683,0.836612,1.48684,1,0,1,398,1,1
"399",-1027.33,-3.14076,1.8273,0.999495,0.326671,2.53312,0.598639,0.932029,1.48156,1,0,1,399,1,1
"400",-1028.67,-8.15569,1.78835,0.935232,0.287522,2.78324,0.707019,0.953643,1.45173,1,0,1,400,1,1
"401",-1023.73,-1.29156,1.8153,0.993151,0.384167,2.67917,0.574334,0.978543,1.47933,1,0,1,401,1,1
"402",-1022.14,-0.855601,1.83564,0.981973,0.345897,2.76681,0.583894,0.951283,1.47041,1,0,1,402,1,1
"403",-1069.22,-9.17325,1.80391,1.0419,0.353225,2.82108,0.552483,0.960686,1.54997,1,0,1,403,1,1
"404",-1023.9,-3.0838,1.80767,0.973846,0.358877,2.79091,0.581831,1.02177,1.47248,1,0,1,404,1,1
"405",-1030.9,-6.63265,1.81521,1.03856,0.368333,2.5223,0.658508,0.885114,1.49877,1,0,1,405,1,1
"406",-1036.14,-5.04272,1.82235,0.94925,0.37953,2.53449,0.606477,0.979986,1.44343,1,0,1,406,1,1
"407",-1027.98,-3.35309,1.84068,0.962862,0.341304,2.62027,0.584177,0.956609,1.52023,1,0,1,407,1,1
"408",-1023.54,-3.62686,1.82909,1.05906,0.375271,2.63674,0.624803,0.955792,1.45008,1,0,1,408,1,1
"409",-1026.39,-4.63584,1.86703,0.96855,0.276157,2.74916,0.589622,0.915427,1.45041,1,0,1,409,1,1
"410",-1027.81,-1.05021,1.8591,0.987306,0.344864,2.64095,0.640592,0.952597,1.47131,1,0,1,410,1,1
"411",-1025.3,-2.22628,1.82212,1.00611,0.323526,2.7059,0.682583,0.979872,1.47581,1,0,1,411,1,1
"412",-1024.21,-2.39747,1.85293,0.971137,0.353511,2.78347,0.560466,0.928477,1.48298,1,0,1,412,1,1
"413",-1032.72,-4.59891,1.90052,0.988757,0.420281,2.71581,0.613031,0.993677,1.44818,1,0,1,413,1,1
"414",-1023.66,-1.84143,1.83217,1.02342,0.378418,2.634,0.61982,0.992377,1.4892,1,0,1,414,1,1
"415",-1023.75,-1.52202,1.80237,0.988743,0.315532,2.68522,0.614902,0.922292,1.49375,1,0,1,415,1,1
"416",-1028.85,-5.90118,1.86286,0.998088,0.345696,2.71157,0.576947,1.07983,1.47135,1,0,1,416,1,1
"417",-1036.15,-5.13813,1.80879,1.04192,0.292943,2.7239,0.66797,0.941693,1.51222,1,0,1,417,1,1
"418",-1027.15,-5.65941,1.82637,0.988889,0.399179,2.94231,0.656433,0.945267,1.50005,1,0,1,418,1,1
"419",-1027.17,-4.1987,1.81098,0.982541,0.373975,2.74326,0.63075,0.843972,1.4826,1,0,1,419,1,1
"420",-1027.33,-6.64106,1.81787,0.974357,0.438764,2.83038,0.611754,0.848637,1.45154,1,0,1,420,1,1
"421",-1024.8,-1.34525,1.86231,0.97927,0.324696,2.72796,0.607974,0.916531,1.47231,1,0,1,421,1,1
"422",-1024.54,-1.63046,1.8365,0.997297,0.378104,2.67841,0.60949,1.01824,1.48058,1,0,1,422,1,1
"423",-1025.18,-2.63061,1.87026,1.04061,0.369442,2.6382,0.622505,0.958358,1.47574,1,0,1,423,1,1
"424",-1025.13,-1.43433,1.82915,0.955433,0.339,2.71121,0.594801,0.915693,1.4721,1,0,1,424,1,1
"425",-1025.73,-6.89935,1.85762,0.976219,0.27875,2.8537,0.549162,0.935479,1.44826,1,0,1,425,1,1
"426",-1025.18,-3.37099,1.85819,0.973516,0.29677,2.71561,0.576726,0.90309,1.49477,1,0,1,426,1,1
"427",-1031.99,-11.1653,1.81955,0.938086,0.375456,2.81949,0.626097,0.969046,1.3828,1,0,1,427,1,1
"428",-1027.97,-4.49844,1.84516,0.951602,0.416908,2.79311,0.661784,0.885569,1.4885,1,0,1,428,1,1
"429",-1023.99,-2.35431,1.81248,1.00541,0.455188,2.72835,0.619697,0.931195,1.46416,1,0,1,429,1,1
"430",-1027.06,-5.28742,1.79601,0.942265,0.333366,2.79515,0.680326,0.892737,1.47732,1,0,1,430,1,1
"431",-1024.89,-2.85539,1.84029,0.971273,0.30699,2.64297,0.560461,0.97188,1.47155,1,0,1,431,1,1
"432",-1026.42,-7.04628,1.82554,1.00375,0.395896,2.87918,0.715078,0.888905,1.45868,1,0,1,432,1,1
"433",-1029.97,-6.41968,1.84621,1.01064,0.475826,2.69425,0.693416,1.02398,1.47097,1,0,1,433,1,1
"434",-1032.29,-2.22104,1.85907,0.95986,0.385792,2.61915,0.60276,0.920611,1.46445,1,0,1,434,1,1
"435",-1029.05,-2.61767,1.84134,0.968801,0.345471,2.58294,0.594516,0.926228,1.50209,1,0,1,435,1,1
"436",-1023.47,-2.09204,1.83484,1.02953,0.396848,2.70734,0.579874,0.957914,1.4971,1,0,1,436,1,1
"437",-1026.55,-2.26822,1.85455,0.985166,0.402556,2.68156,0.629527,0.968604,1.51469,1,0,1,437,1,1
"438",-1026.6,-3.98169,1.7788,1.00206,0.385234,2.66431,0.696044,0.937556,1.48935,1,0,1,438,1,1
"439",-1023.99,-1.92567,1.80478,0.965856,0.308023,2.71364,0.620741,0.943892,1.49562,1,0,1,439,1,1
"440",-1022.74,-2.3137,1.83642,0.992932,0.371498,2.80012,0.662415,0.977558,1.50176,1,0,1,440,1,1
"441",-1023.09,-0.877957,1.80635,0.971314,0.332495,2.71662,0.618009,0.932718,1.48068,1,0,1,441,1,1
"442",-1022.32,-1.37067,1.81085,0.980352,0.370575,2.79666,0.630512,0.916857,1.48046,1,0,1,442,1,1
"443",-1045.74,-6.55066,1.84959,1.06077,0.362246,2.7539,0.545108,0.993623,1.44505,1,0,1,443,1,1
"444",-1028.1,-2.56334,1.84744,1.0048,0.400816,2.56928,0.591431,0.955365,1.48653,1,0,1,444,1,1
"445",-1024.58,-2.6463,1.86278,0.991314,0.331666,2.70113,0.554975,0.944211,1.45429,1,0,1,445,1,1
"446",-1026.15,-1.70193,1.81634,0.97653,0.436138,2.70731,0.602693,0.924314,1.47381,1,0,1,446,1,1
